Quantity,Discount,Profit,Shipping Cost,Month,Year,Day_of_Week,Is_Weekend,Total_sales,Day_of_Month,Order Priority_Encoded,Ship Mode_Encoded,Market_Encoded,Category_Encoded,Sub-Category_Encoded
9,0.2,15.6078,3.49,6,2012,1,0,387.50399999999996,26,1,3,6,1,12
6,0.0,20.727,3.49,11,2012,4,0,264.6,23,3,2,6,1,12
6,0.8,-56.0592,3.49,10,2014,4,0,131.904,3,0,2,6,1,1
1,0.0,5.61,3.49,6,2014,0,0,24.51,16,3,2,1,1,12
1,0.7,-93.114,3.49,7,2014,3,0,42.966,3,1,1,3,2,13
1,0.0,8.61,3.49,5,2011,4,0,30.81,6,3,3,3,1,3
1,0.0,2.73,3.49,8,2013,4,0,54.66,16,3,3,3,1,14
1,0.6,-14.034,3.49,9,2013,4,0,19.356,27,1,2,3,1,12
4,0.0,12.72,3.49,6,2014,3,0,232.8,12,1,3,3,1,2
4,0.0,8.28,3.49,6,2014,4,0,279.84,27,3,3,2,1,14
1,0.6,-11.928,3.49,6,2011,2,0,20.712,1,0,1,3,1,2
1,0.0,20.79,3.49,12,2011,2,0,47.28,28,3,3,1,0,9
2,0.6,-106.02,3.49,9,2014,1,0,173.04,30,1,0,3,0,9
1,0.6,-16.836,3.49,7,2011,4,0,23.184,15,0,0,3,2,0
4,0.0,12.36,3.49,6,2014,1,0,133.92,3,1,2,1,1,3
1,0.602,-57.62312,3.49,12,2013,3,0,69.07688,12,3,3,5,2,6
8,0.0,18.56,3.49,5,2013,2,0,364.8,29,1,3,5,1,10
3,0.0,16.02,3.49,10,2012,5,1,178.38,27,3,3,5,1,12
3,0.0,12.9,3.48,5,2014,3,0,80.64,8,1,3,5,1,7
3,0.0,3.3,3.48,6,2014,4,0,71.1,20,1,0,5,1,10
1,0.4,-22.24,3.48,6,2014,2,0,49.38,11,1,3,5,0,4
3,0.0,10.56,3.48,9,2013,0,0,167.57999999999998,30,3,3,5,1,15
1,0.0,4.05,3.48,4,2012,4,0,31.2,27,3,3,4,1,12
2,0.0,4.38,3.48,9,2013,3,0,110.76,26,3,3,4,1,2
2,0.0,15.96,3.48,11,2013,4,0,66.6,29,1,2,4,1,8
5,0.0,13.65,3.48,9,2011,2,0,1366.5,14,3,2,4,1,14
2,0.0,5.22,3.48,11,2011,4,0,26.28,4,1,0,4,1,10
4,0.0,22.8,3.48,4,2013,2,0,481.92,3,3,2,4,1,3
5,0.5,-35.7,3.48,4,2011,2,0,262.5,27,3,3,4,1,7
2,0.17,-5.6508,3.48,9,2011,3,0,154.7784,8,3,3,0,1,15
2,0.0,29.82,3.48,12,2014,3,0,119.28,11,3,3,0,1,12
1,0.0,5.37,3.48,6,2012,2,0,16.8,6,1,0,0,1,8
6,0.1,20.898,3.48,7,2013,1,0,378.108,23,1,0,0,1,10
2,0.1,8.454,3.48,6,2012,4,0,41.148,1,3,2,0,1,3
5,0.0,6.6,3.48,11,2014,1,0,279.0,18,3,3,0,1,10
2,0.4,-6.768,3.48,1,2014,5,1,115.704,11,1,3,0,0,5
1,0.0,7.83,3.48,12,2011,1,0,48.96,20,3,3,0,1,14
8,0.1,19.32,3.48,10,2014,2,0,665.28,8,3,3,0,1,3
2,0.4,3.66,3.48,5,2013,3,0,63.72,2,3,3,0,1,12
2,0.4,-0.036,3.48,1,2012,2,0,98.568,18,3,3,0,1,15
5,0.0,51.57,3.48,9,2012,5,1,573.0,1,3,3,6,1,3
5,0.2,2.37,3.48,11,2013,6,1,79.0,24,1,1,6,1,8
5,0.2,9.352,3.48,8,2014,4,0,133.6,29,1,3,6,1,12
3,0.2,-7.7406,3.48,12,2011,0,0,97.776,19,3,3,6,1,14
1,0.0,5.28,3.48,11,2014,0,0,40.83,3,1,0,1,0,9
2,0.7,-153.6,3.48,7,2013,0,0,144.0,1,3,3,1,2,6
1,0.7,-14.469,3.48,11,2013,2,0,8.181,6,0,0,1,1,2
1,0.0,8.43,3.48,6,2011,2,0,29.16,15,0,0,3,1,3
1,0.0,0.36,3.48,12,2014,1,0,18.96,16,1,3,3,1,8
1,0.0,0.6,3.48,6,2014,5,1,30.69,14,3,2,3,1,14
2,0.0,15.36,3.48,11,2011,2,0,109.8,23,3,3,1,1,3
1,0.0,2.73,3.48,8,2012,0,0,16.14,20,0,0,1,1,8
1,0.0,6.3,3.48,9,2013,3,0,48.48,26,1,2,1,1,14
1,0.0,7.98,3.48,5,2013,1,0,42.09,14,3,3,3,1,7
4,0.7,-45.324,3.48,4,2011,5,1,208.944,30,3,3,1,0,5
5,0.0,15.0,3.48,10,2014,1,0,242.5,21,3,3,5,1,8
7,0.4,3.528,3.48,11,2014,4,0,186.39600000000002,21,3,0,5,1,7
1,0.2,-6.248,3.48,7,2014,1,0,33.232,8,3,3,5,0,5
6,0.0,14.64,3.47,9,2014,1,0,314.64,16,3,0,5,1,3
3,0.0,0.24,3.47,7,2014,0,0,80.46000000000001,21,3,3,5,1,8
7,0.4,-2.24,3.47,11,2012,3,0,308.7,1,3,3,5,1,2
2,0.0,12.76,3.47,9,2011,0,0,63.92,26,3,2,5,1,14
4,0.6,-10.24,3.47,7,2014,0,0,147.84,21,1,3,5,1,7
2,0.0,3.84,3.47,9,2014,1,0,55.56,23,1,3,4,1,8
2,0.5,-8.19,3.47,7,2014,3,0,19.02,10,1,0,4,1,10
2,0.0,0.6,3.47,6,2011,2,0,62.64,22,3,2,4,1,12
1,0.0,9.57,3.47,10,2013,1,0,30.93,15,1,3,4,1,7
4,0.0,9.48,3.47,9,2013,0,0,91.2,16,3,0,4,1,3
3,0.5,-15.48,3.47,4,2011,5,1,48.33,9,1,1,0,1,7
2,0.1,4.2,3.47,11,2013,4,0,84.24,1,3,3,0,1,7
3,0.1,10.053,3.47,9,2014,2,0,90.63900000000001,24,1,3,0,1,3
1,0.0,1.62,3.47,6,2012,3,0,40.83,14,3,3,0,1,15
3,0.47,-26.8398,3.47,9,2011,3,0,103.8906,8,3,3,0,1,12
4,0.0,1.92,3.47,9,2013,0,0,264.0,2,3,3,0,1,14
6,0.0,17.9634,3.47,4,2012,2,0,229.32,18,3,3,6,1,3
7,0.7,-28.6272,3.47,1,2014,2,0,250.488,22,3,3,6,1,3
2,0.2,4.2804,3.47,7,2012,4,0,23.616,13,0,2,6,1,3
7,0.8,-46.3946,3.47,7,2011,3,0,209.524,14,2,3,6,1,3
5,0.0,11.206,3.47,8,2013,5,1,215.5,24,3,3,6,1,1
4,0.0,14.2688,3.47,11,2011,2,0,116.48,16,3,3,6,1,3
4,0.0,12.7008,3.47,4,2013,1,0,103.68,9,2,3,6,1,12
3,0.0,17.37,3.47,11,2011,6,1,104.22,20,3,3,6,1,7
3,0.2,-5.4558,3.47,8,2012,3,0,93.52799999999999,16,1,3,6,2,0
6,0.0,0.0,3.47,6,2013,2,0,808.92,26,1,3,3,1,2
2,0.0,27.06,3.47,8,2014,5,1,108.36,23,3,3,3,1,2
1,0.0,10.8,3.47,11,2012,3,0,26.37,29,1,2,2,1,2
4,0.0,4.08,3.47,4,2014,2,0,138.24,23,3,3,1,1,10
1,0.0,24.33,3.47,6,2012,2,0,52.92,13,3,3,1,1,3
4,0.0,31.8,3.47,7,2014,5,1,375.36,26,3,3,3,1,2
4,0.6,-28.44,3.47,5,2012,4,0,168.0,4,3,3,3,1,12
1,0.6,-58.446,3.47,9,2014,2,0,73.044,10,3,3,3,0,5
1,0.0,28.29,3.47,8,2014,0,0,74.49,11,3,3,3,0,5
3,0.2,7.656,3.47,11,2012,5,1,61.488,17,0,2,5,1,10
4,0.4,-6.272,3.47,9,2012,5,1,124.992,15,1,3,5,1,12
2,0.0,11.84,3.47,9,2014,3,0,124.72,25,1,3,5,1,15
1,0.0,11.48,3.47,8,2014,3,0,31.08,28,1,3,5,1,15
2,0.4,-18.904,3.47,11,2012,2,0,78.192,21,2,3,5,1,2
4,0.0,21.6,3.46,10,2012,3,0,201.6,4,3,3,5,0,9
5,0.0,5.1,3.46,12,2013,2,0,197.0,4,3,3,5,1,8
5,0.0,54.9,3.46,3,2014,3,0,1205.3279873285242,27,3,0,5,1,14
3,0.5,-29.34,3.46,9,2013,5,1,133.10999999999999,21,2,3,4,1,3
4,0.5,-6.42,3.46,12,2014,2,0,91.44,31,1,2,4,1,3
3,0.0,2.79,3.46,1,2013,3,0,143.64000000000001,31,3,3,4,1,7
5,0.0,6.3,3.46,11,2011,2,0,150.0,23,1,2,0,1,7
3,0.1,5.175,3.46,1,2014,2,0,117.85499999999999,22,1,0,0,1,2
2,0.1,-2.412,3.46,5,2011,2,0,107.136,18,3,3,0,1,14
4,0.15,15.492,3.46,4,2014,3,0,181.968,24,3,3,0,1,3
4,0.1,14.148,3.46,9,2014,1,0,320.112,16,3,3,0,1,7
2,0.0,0.66,3.46,9,2013,6,1,33.48,15,1,1,0,1,3
3,0.45,-16.425,3.46,8,2012,6,1,135.135,12,3,3,0,1,15
3,0.47,-14.985,3.46,12,2014,1,0,64.395,2,3,1,0,1,8
4,0.0,19.8,3.46,3,2013,2,0,379.2,27,3,3,0,1,14
4,0.2,11.7,3.46,11,2013,4,0,149.76,8,1,0,6,1,3
2,0.0,11.151,3.46,9,2013,5,1,63.72,7,3,2,6,2,0
2,0.2,3.6288,3.46,5,2013,0,0,20.736,27,0,1,6,1,12
2,0.3,-12.0588,3.46,4,2011,5,1,562.744,23,3,3,6,0,5
1,0.2,7.9378,3.46,9,2012,0,0,24.424,24,1,1,6,1,10
1,0.0,35.1,3.46,10,2013,3,0,109.74,10,3,3,3,0,9
1,0.0,2.37,3.46,9,2011,3,0,39.96,15,3,2,3,2,11
1,0.0,0.45,3.46,12,2014,4,0,15.51,19,0,1,1,1,3
1,0.0,13.65,3.46,6,2012,4,0,28.47,15,1,2,3,1,12
2,0.0,7.56,3.46,9,2012,2,0,116.88,5,3,3,3,1,2
2,0.7,-26.58,3.46,8,2014,1,0,59.04,19,2,3,1,1,3
2,0.0,16.86,3.46,8,2014,5,1,116.64,16,1,0,3,1,3
1,0.0,4.92,3.46,5,2012,4,0,49.26,25,3,3,1,1,15
1,0.0,11.07,3.46,3,2011,4,0,25.8,25,3,2,3,1,7
3,0.0,1.86,3.46,12,2014,0,0,63.54,15,1,3,5,1,8
3,0.6,-40.44,3.46,10,2014,4,0,121.32,3,3,3,5,1,3
5,0.0,6.15,3.45,9,2013,1,0,309.0,17,3,3,4,1,3
3,0.2,-6.174,3.45,6,2013,1,0,134.568,4,3,3,4,0,9
2,0.0,3.36,3.45,7,2012,4,0,45.36,6,1,3,4,1,10
5,0.0,26.25,3.45,8,2014,1,0,659.25,26,3,3,4,1,12
2,0.0,9.66,3.45,2,2014,2,0,43.92,5,2,3,4,1,10
2,0.1,16.554,3.45,10,2014,3,0,85.428,2,3,3,4,1,12
2,0.1,-5.472,3.45,7,2012,1,0,196.776,17,3,3,4,1,14
3,0.0,1.71,3.45,12,2013,0,0,130.68,9,3,0,4,1,3
3,0.0,11.97,3.45,6,2012,0,0,189.81,18,1,0,0,1,7
8,0.5,-4.32,3.45,10,2014,2,0,556.8,22,3,3,0,1,2
1,0.0,41.43,3.45,11,2012,2,0,88.2,14,3,3,0,0,5
2,0.27,3.3846,3.45,3,2013,6,1,124.1292,3,3,3,0,0,9
2,0.45,-13.446,3.45,8,2011,3,0,92.268,25,3,3,0,2,0
2,0.1,-0.408,3.45,9,2014,3,0,35.424,4,0,2,0,1,8
2,0.0,11.94,3.45,9,2011,2,0,88.68,28,3,3,0,0,9
3,0.0,7.9248,3.45,4,2013,1,0,91.44,2,0,2,6,1,2
5,0.7,-46.225,3.45,4,2012,0,0,277.35,16,1,3,6,1,3
3,0.0,10.4148,3.45,4,2013,1,0,94.67999999999999,23,3,2,6,0,9
2,0.0,12.264,3.45,11,2014,1,0,70.08,18,2,3,6,1,1
5,0.0,9.3,3.45,5,2014,3,0,186.0,15,1,0,6,1,2
3,0.2,3.465,3.45,10,2013,5,1,83.16,12,1,3,6,1,2
6,0.0,23.94,3.45,11,2013,3,0,313.20000000000005,7,3,3,3,1,10
1,0.0,14.67,3.45,1,2013,1,0,48.93,8,3,3,1,1,14
1,0.0,14.16,3.45,4,2013,4,0,48.87,5,2,3,3,1,2
1,0.0,9.03,3.45,6,2013,4,0,47.61,21,3,3,3,1,2
1,0.7,-17.76,3.45,5,2011,1,0,14.4,17,1,1,1,1,14
2,0.0,4.74,3.45,12,2011,4,0,106.56,30,1,0,3,1,2
1,0.7,-75.06,3.45,8,2011,1,0,42.48,9,3,3,1,1,14
1,0.0,13.26,3.45,4,2013,6,1,82.98,14,3,3,3,2,0
4,0.7,-25.872,3.45,8,2014,0,0,129.312,25,3,0,1,1,2
1,0.0,1.11,3.45,5,2013,3,0,27.96,9,1,2,3,1,2
1,0.0,12.39,3.45,6,2014,0,0,26.94,23,1,1,3,1,2
2,0.0,9.12,3.45,12,2014,2,0,70.4,31,3,3,5,1,14
2,0.2,6.632,3.45,10,2013,0,0,66.624,7,3,3,5,1,12
6,0.0,32.76,3.45,9,2014,0,0,596.16,1,3,3,5,1,15
2,0.4,-1.4,3.44,5,2014,0,0,83.04,19,3,3,5,0,9
2,0.0,2.84,3.44,12,2013,0,0,44.24,9,1,0,5,1,8
2,0.0,13.76,3.44,9,2014,1,0,64.0,2,2,3,5,1,14
3,0.0,15.18,3.44,10,2014,4,0,142.74,10,3,2,5,1,7
5,0.0,24.6,3.44,8,2014,4,0,251.25,8,3,3,4,1,2
3,0.0,5.4,3.44,6,2011,4,0,136.35000000000002,10,3,3,4,1,3
5,0.0,48.9,3.44,8,2014,2,0,612.75,13,3,3,4,1,2
1,0.0,13.53,3.44,6,2011,2,0,27.09,22,1,3,4,1,2
4,0.1,-2.664,3.44,9,2011,3,0,238.464,15,3,3,4,1,14
4,0.0,15.48,3.44,8,2011,2,0,201.12,31,3,3,4,1,8
6,0.6,-14.904,3.44,9,2014,5,1,154.656,20,2,3,4,1,14
1,0.45,-9.6585,3.44,12,2014,2,0,27.9015,10,1,2,0,1,2
3,0.5,-8.595,3.44,9,2013,4,0,75.19500000000001,6,1,3,0,1,8
9,0.47,-43.1082,3.44,3,2014,0,0,486.8262,3,3,3,0,1,8
5,0.0,22.2,3.44,10,2014,2,0,383.25,22,3,3,0,1,3
2,0.6,-10.4196,3.44,9,2012,0,0,43.872,17,1,3,6,0,9
5,0.7,-33.484,3.44,12,2014,2,0,228.29999999999998,3,1,3,6,1,3
6,0.2,19.692,3.44,10,2011,1,0,315.072,18,1,3,6,1,7
1,0.0,2.2365,3.44,10,2012,3,0,31.95,11,3,2,6,2,0
2,0.0,4.3524,3.44,5,2013,3,0,22.32,2,0,2,6,1,2
2,0.0,15.0984,3.44,11,2011,2,0,83.88,2,3,2,6,2,0
5,0.2,13.959,3.44,8,2012,1,0,206.8,28,3,3,6,1,3
1,0.0,30.54,3.44,2,2011,3,0,169.68,10,3,3,3,2,13
1,0.0,2.46,3.44,1,2011,3,0,16.59,27,1,0,1,1,2
1,0.0,0.99,3.44,8,2012,2,0,50.28,22,3,3,3,2,11
2,0.6,-53.592,3.44,4,2012,1,0,75.216,3,1,3,3,1,12
1,0.0,1.95,3.44,1,2012,4,0,24.69,6,1,3,1,1,7
2,0.0,0.36,3.44,3,2012,3,0,79.36,1,3,2,5,1,12
1,0.0,4.68,3.44,8,2011,0,0,33.56,22,3,3,5,1,3
3,0.4,-4.272,3.43,7,2014,3,0,51.083999999999996,17,1,1,5,1,8
2,0.0,26.04,3.43,6,2011,4,0,121.12,3,3,3,5,2,0
7,0.5,-21.0,3.43,12,2014,3,0,166.11,25,2,3,4,1,10
4,0.0,15.0,3.43,8,2014,2,0,214.56,27,3,3,4,1,15
3,0.0,46.53,3.43,8,2014,0,0,358.29,25,3,3,4,2,0
1,0.0,2.16,3.43,8,2012,0,0,11.49,6,0,0,4,1,10
3,0.4,-63.288,3.43,1,2014,3,0,437.88599999999997,9,3,3,4,2,11
5,0.0,20.25,3.43,11,2012,3,0,231.75,22,3,3,4,1,3
1,0.0,14.7,3.43,1,2014,4,0,30.03,3,1,1,4,1,7
1,0.0,10.05,3.43,12,2013,0,0,59.25,23,3,3,0,2,0
2,0.1,29.652,3.43,8,2012,4,0,190.944,31,3,3,0,0,9
2,0.27,6.7578,3.43,9,2013,2,0,55.2756,11,3,2,0,1,2
5,0.1,-0.12,3.43,5,2011,0,0,194.4,23,3,3,0,1,10
1,0.0,6.48,3.43,1,2014,5,1,29.49,4,1,2,0,2,0
2,0.1,4.422,3.43,8,2012,1,0,99.684,28,3,3,0,1,2
1,0.0,1.98,3.43,7,2013,5,1,16.74,13,1,0,0,1,8
2,0.0,9.1314,3.43,3,2012,5,1,67.64,17,3,2,6,1,14
7,0.2,-0.6265,3.43,4,2012,0,0,350.84,2,3,3,6,2,0
2,0.0,12.9792,3.43,9,2011,0,0,81.12,12,3,3,6,0,9
1,0.0,20.0851,3.43,10,2014,1,0,40.99,7,3,3,6,1,12
9,0.0,21.384,3.43,8,2013,3,0,427.68,22,2,3,6,1,12
5,0.2,5.369,3.43,11,2012,2,0,82.6,21,1,2,6,1,10
1,0.7,-56.856,3.43,1,2011,5,1,44.874,15,3,3,1,0,5
1,0.0,15.33,3.43,5,2014,3,0,127.89,8,3,3,1,1,14
2,0.0,6.36,3.43,12,2013,0,0,45.48,9,1,0,1,1,10
2,0.0,3.42,3.43,7,2014,5,1,45.6,5,1,3,3,1,8
2,0.7,-22.17,3.43,7,2013,0,0,21.42,15,1,0,1,1,2
6,0.7,-88.416,3.43,5,2014,3,0,300.024,1,1,3,1,1,15
4,0.0,17.16,3.43,8,2011,1,0,171.84,30,1,1,3,1,10
1,0.0,2.73,3.43,9,2012,3,0,16.14,27,3,0,1,1,8
3,0.7,-32.928,3.43,10,2014,3,0,92.556,9,3,1,5,1,3
7,0.2,-1.708,3.43,11,2011,3,0,310.464,24,3,3,5,1,8
8,0.4,-6.144,3.43,6,2013,4,0,484.608,7,3,3,5,0,9
4,0.0,2.96,3.43,12,2013,3,0,63.04,26,1,2,5,1,3
1,0.0,12.62,3.43,11,2011,0,0,35.08,7,3,2,5,1,2
3,0.4,-1.98,3.43,11,2014,1,0,50.22,18,1,2,5,1,8
6,0.0,1.68,3.42,5,2013,4,0,349.20000000000005,24,3,3,5,1,2
1,0.0,12.0,3.42,12,2013,1,0,31.62,10,1,3,5,1,7
1,0.0,3.24,3.42,12,2014,0,0,36.14,29,3,3,5,1,14
5,0.0,2.85,3.42,11,2012,5,1,363.0,10,3,3,4,1,3
3,0.0,10.26,3.42,8,2011,0,0,62.91,22,1,3,4,1,3
2,0.0,115.68,3.42,2,2012,3,0,472.2,9,3,3,4,2,11
7,0.45,-3.2025,3.42,11,2012,2,0,295.10249999999996,28,3,3,0,1,8
6,0.5,-9.72,3.42,3,2014,0,0,131.76,10,1,3,0,1,7
3,0.0,13.32,3.42,5,2014,2,0,153.89999999999998,21,3,3,0,0,9
5,0.1,-1.635,3.42,6,2012,0,0,336.825,18,1,3,0,1,2
4,0.1,8.232,3.42,4,2014,0,0,213.408,28,3,3,0,1,3
3,0.1,11.673,3.42,10,2013,6,1,90.63900000000001,6,1,3,0,1,10
2,0.0,9.36,3.42,6,2014,0,0,60.6,16,3,2,0,1,3
1,0.1,16.809,3.42,3,2012,2,0,42.039,7,1,2,0,2,0
5,0.0,11.375,3.42,5,2013,3,0,113.75,30,1,2,6,1,3
7,0.0,19.8254,3.42,11,2013,4,0,283.22,22,3,2,6,1,12
3,0.2,15.9348,3.42,3,2013,5,1,136.584,30,3,2,6,1,12
4,0.0,31.2528,3.42,8,2014,4,0,367.68,22,3,3,6,0,9
1,0.0,6.8274,3.42,12,2014,3,0,37.93,25,1,3,6,0,9
3,0.0,8.073,3.42,5,2013,3,0,53.82000000000001,9,1,0,6,1,12
3,0.2,5.0232,3.42,10,2011,6,1,43.056,16,1,1,6,1,3
3,0.0,20.3898,3.42,9,2014,6,1,179.91,21,3,3,6,2,0
4,0.0,16.124,3.42,5,2012,3,0,222.4,17,3,3,6,1,15
1,0.0,5.82,3.42,6,2011,2,0,12.69,8,0,1,3,1,3
4,0.7,-72.072,3.42,1,2014,0,0,227.232,6,3,3,1,0,9
1,0.0,22.35,3.42,9,2014,3,0,46.59,18,3,3,3,1,12
8,0.0,21.6,3.42,11,2012,5,1,558.72,17,3,3,3,1,10
2,0.0,14.28,3.42,6,2014,1,0,69.84,3,3,3,3,1,2
2,0.0,11.34,3.42,8,2014,0,0,75.72,11,3,3,3,0,9
2,0.0,10.08,3.42,12,2014,1,0,67.2,23,0,2,2,1,12
1,0.0,0.51,3.42,8,2014,3,0,52.98,21,3,3,1,0,9
2,0.0,8.64,3.42,12,2011,3,0,54.0,8,1,3,1,1,3
1,0.0,0.0,3.42,12,2013,2,0,12.21,18,0,0,3,1,2
2,0.2,5.52,3.42,9,2012,4,0,52.16,21,1,2,5,1,14
2,0.0,4.76,3.42,7,2013,3,0,39.84,4,1,3,5,1,12
4,0.0,15.28,3.42,10,2014,1,0,136.32,28,3,3,5,1,3
3,0.0,10.5,3.42,9,2013,4,0,87.66,6,1,3,5,1,3
6,0.0,6.24,3.42,11,2012,2,0,316.79999999999995,14,3,3,5,1,2
2,0.0,22.6,3.42,6,2011,3,0,173.92,30,3,3,5,2,13
1,0.0,9.86,3.41,3,2013,4,0,46.98,22,2,3,5,1,1
3,0.0,8.4,3.41,3,2011,4,0,133.38,11,3,3,5,0,9
5,0.0,17.6,3.41,11,2013,0,0,201.0,25,3,3,5,1,7
3,0.2,-1.704,3.41,11,2013,3,0,202.608,21,3,3,5,2,0
2,0.0,18.76,3.41,3,2013,0,0,125.12,11,3,0,5,1,7
4,0.0,17.28,3.41,9,2013,0,0,177.92,30,3,3,5,1,8
3,0.0,10.5,3.41,11,2014,3,0,63.0,13,1,3,5,1,10
1,0.4,-5.52,3.41,5,2014,4,0,36.72,2,3,2,4,1,14
5,0.0,25.8,3.41,11,2014,3,0,350.25,27,1,3,4,1,3
2,0.0,4.8,3.41,5,2014,0,0,42.12,12,1,2,4,1,3
3,0.1,-3.078,3.41,6,2011,4,0,163.296,24,3,3,4,1,14
2,0.5,-4.77,3.41,4,2011,5,1,33.9,9,1,2,4,1,7
1,0.0,5.46,3.41,7,2014,0,0,36.51,7,3,2,4,1,15
2,0.0,18.42,3.41,8,2014,1,0,111.96,12,3,3,4,1,3
3,0.0,4.32,3.41,12,2011,1,0,164.97,6,3,3,0,1,15
3,0.0,23.04,3.41,10,2014,4,0,256.77,17,3,3,0,0,9
3,0.0,17.01,3.41,12,2012,0,0,125.01,31,3,3,0,1,8
1,0.0,18.72,3.41,1,2014,5,1,45.69,25,3,3,0,1,2
2,0.15,19.275,3.41,10,2011,2,0,96.39,26,1,2,0,1,3
5,0.0,2.25,3.41,6,2013,5,1,287.25,15,3,3,0,1,10
2,0.2,7.044,3.41,7,2014,1,0,59.808,8,3,3,0,0,9
4,0.0,32.4,3.41,7,2013,1,0,333.12,30,3,3,0,1,12
2,0.0,10.5,3.41,7,2014,2,0,100.0,9,3,3,6,2,0
13,0.2,12.7764,3.41,12,2014,4,0,511.056,26,3,3,6,1,8
5,0.0,7.065,3.41,11,2012,0,0,78.5,12,1,0,6,1,12
2,0.0,24.196,3.41,8,2013,2,0,483.92,14,3,2,6,0,4
3,0.0,27.9456,3.41,11,2012,2,0,204.48,28,3,3,6,0,9
9,0.2,6.9795,3.41,10,2013,1,0,1005.048,22,3,2,6,1,14
3,0.0,8.7906,3.41,3,2013,6,1,53.82000000000001,10,1,0,6,1,12
8,0.7,-12.288,3.41,8,2013,3,0,147.456,29,3,0,6,1,3
3,0.0,10.3071,3.41,10,2014,2,0,65.78999999999999,29,1,3,6,1,10
2,0.2,19.1376,3.41,8,2012,0,0,113.408,6,3,3,6,1,12
2,0.0,10.2,3.41,5,2014,5,1,55.32,10,3,0,1,1,3
1,0.0,5.01,3.41,5,2014,3,0,29.58,8,2,3,1,1,3
1,0.6,-30.066,3.41,9,2012,3,0,21.864,27,2,3,3,1,14
8,0.0,16.8,3.41,12,2014,0,0,378.24,22,3,3,1,1,3
2,0.0,8.46,3.41,5,2012,0,0,52.92,7,1,3,1,1,2
4,0.4,-32.472,3.41,8,2013,0,0,299.232,26,3,3,3,1,14
1,0.0,3.18,3.41,10,2014,1,0,29.01,28,3,2,1,1,2
3,0.4,2.028,3.41,11,2012,0,0,62.424,5,1,2,5,1,7
2,0.0,12.48,3.4,9,2014,2,0,131.52,3,3,3,5,1,15
5,0.0,23.3,3.4,8,2012,2,0,259.5,22,3,3,5,1,8
3,0.1,16.749,3.4,5,2012,5,1,126.117,26,3,2,4,1,14
4,0.1,6.456,3.4,6,2011,1,0,147.744,14,1,2,4,1,14
2,0.0,3.78,3.4,11,2012,3,0,54.6,22,0,0,4,1,3
1,0.1,2.457,3.4,4,2012,0,0,14.877,2,0,0,0,1,8
1,0.45,-14.202,3.4,10,2013,4,0,26.928,18,3,2,0,1,14
4,0.1,-1.524,3.4,6,2014,4,0,270.864,13,3,3,0,1,8
1,0.47,-11.5425,3.4,4,2013,0,0,21.0675,29,2,3,0,2,0
2,0.0,9.18,3.4,10,2013,2,0,153.48,2,3,3,0,1,15
2,0.25,9.405,3.4,5,2011,4,0,141.57,20,3,3,0,0,9
2,0.0,19.02,3.4,12,2011,4,0,200.64,16,3,3,0,0,9
6,0.0,21.78,3.4,12,2013,0,0,546.48,16,3,3,0,1,15
4,0.0,22.3328,3.4,11,2012,5,1,319.04,24,3,3,6,0,9
5,0.0,15.552,3.4,5,2014,0,0,162.0,5,3,3,6,1,12
4,0.2,11.0704,3.4,6,2012,4,0,161.024,15,1,3,6,0,9
3,0.0,62.916,3.4,11,2013,3,0,385.20000000000005,21,3,3,6,1,3
3,0.7,-26.964,3.4,6,2012,5,1,115.56,9,3,3,6,1,3
2,0.0,9.5088,3.4,10,2013,3,0,67.92,3,3,3,6,1,2
2,0.2,-3.094,3.4,5,2014,5,1,70.72,31,1,3,6,2,0
1,0.6,-25.278,3.4,12,2014,2,0,32.592,31,3,2,3,2,0
2,0.0,10.02,3.4,8,2014,4,0,51.6,8,3,1,3,1,3
1,0.0,8.49,3.4,1,2014,4,0,44.7,24,3,2,3,1,2
2,0.0,1.98,3.4,6,2011,0,0,80.64,27,1,0,3,1,14
1,0.0,13.56,3.4,5,2014,0,0,43.8,26,3,3,1,0,9
1,0.0,13.35,3.4,4,2013,4,0,34.29,26,3,0,1,1,15
5,0.0,7.9,3.4,6,2013,2,0,209.5,26,3,2,5,1,8
1,0.0,5.94,3.4,4,2012,4,0,24.78,20,1,0,5,1,7
4,0.5,-10.2,3.4,2,2013,1,0,135.2,19,3,3,5,0,9
2,0.0,2.76,3.4,7,2013,4,0,138.24,19,3,3,5,1,2
3,0.0,24.42,3.39,5,2013,4,0,333.18,17,3,1,5,0,5
5,0.0,18.8,3.39,10,2013,3,0,785.0,10,3,3,5,1,12
2,0.6,-12.352,3.39,10,2012,0,0,44.896,15,1,3,5,1,7
2,0.0,11.82,3.39,8,2013,1,0,113.04,20,3,3,4,1,3
2,0.5,-41.94,3.39,8,2014,0,0,167.76,18,3,3,4,2,0
3,0.0,2.97,3.39,8,2012,3,0,101.78999999999999,9,1,3,4,1,2
2,0.25,1.095,3.39,3,2011,2,0,85.59,30,3,3,0,0,9
4,0.0,0.48,3.39,12,2011,2,0,112.32,14,3,2,0,1,3
1,0.0,13.95,3.39,10,2011,3,0,34.92,6,3,3,0,1,15
3,0.0,4.68,3.39,3,2012,1,0,280.79999999999995,20,3,3,0,1,12
6,0.0,10.98,3.39,11,2013,6,1,302.4,24,3,3,0,1,8
6,0.4,-5.796,3.39,7,2013,4,0,290.304,12,3,3,0,1,7
